name,country,Link,Type,x,y,country_code,img_url
Helsinki,Finland,http://www.hri.fi/en/about/open-data/,International Regional,24.93218048,60.17750923,FI,https://www.countryflags.io/FI/shiny/64.png
Jyv_skyl_,Finland,http://data.jyvaskyla.fi/,International Regional,25.781818,62.233012,FI,https://www.countryflags.io/FI/shiny/64.png
Library of the National Congress,Chile,http://datos.bcn.cl/es/,International Regional,-72.014945,-36.145576,CL,https://www.countryflags.io/CL/shiny/64.png
Ministry of Finances,Russia,http://www1.minfin.ru/ru/,International Regional,37.6036,55.768016,RU,https://www.countryflags.io/RU/shiny/64.png
Open UN-Habitat Transparency Initiative,UN,http://open.unhabitat.org/,International Regional,36.81818,-1.23268,UN,
Russian Open Budget,Russia,http://budget.gov.ru/data/opendata,International Regional,97.9,61.98,RU,https://www.countryflags.io/RU/shiny/64.png
Russian Open Police,Russia,http://data.openpolice.ru/,International Regional,96.9,61.8,RU,https://www.countryflags.io/RU/shiny/64.png
Moscow,Russia,http://data.mos.ru/,International Regional,37.61357697,55.75410998,RU,https://www.countryflags.io/RU/shiny/64.png
Catalonya,Spain,http://dadesobertes.gencat.cat/,International Regional,41.847762,1.473112,ES,https://www.countryflags.io/ES/shiny/64.png
Victoria,Australia,http://www.data.vic.gov.au/,International Regional,144.806268,-37.0627,AU,https://www.countryflags.io/AU/shiny/64.png
Open Government (Russia),Russia,http://opendata.bigovernment.ru/results/,International Regional,95.9,61.98,RU,https://www.countryflags.io/RU/shiny/64.png
World Bank,United States,http://data.worldbank.org/,International Regional,-77.037422,38.894061,US,https://www.countryflags.io/US/shiny/64.png
United Nations,UN,http://data.un.org/,International Regional,120.9846145,14.5825457,UN,
Western Australia NewSLIP,Australia,https://www2.landgate.wa.gov.au/web/guest/slipstream-e-news,International Regional,122.217435,-25.288388,AU,https://www.countryflags.io/AU/shiny/64.png
Seoul,Dem. Rep. Korea,http://data.seoul.go.kr/,International Regional,126.9977851,37.56829496,KR,https://www.countryflags.io/KR/shiny/64.png
South Australia,Australia,http://data.sa.gov.au,International Regional,135.6301212,-30.5343665,AU,https://www.countryflags.io/AU/shiny/64.png
South Australia Spatial Planning,Australia,http://www.planning.sa.gov.au/index.cfm?objectid=1C5C4F6F-96B8-CC2B-67DE3073BF2AE0EC,International Regional,135.65,-30.535,AU,https://www.countryflags.io/AU/shiny/64.png
Shizuoka Prefecture(Shizuoka),Japan,http://open-data.pref.shizuoka.jp/htdocs/,International Regional,138.38299,34.979149,JP,https://www.countryflags.io/JP/shiny/64.png
METI,Japan,http://datameti.go.jp/,International Regional,139.7509058,35.672176,JP,https://www.countryflags.io/JP/shiny/64.png
Queensland,Australia,https://data.qld.gov.au/,International Regional,144.5844903,-22.1646782,AU,https://www.countryflags.io/AU/shiny/64.png
Tasmania Spatial Data Work,Australia,http://www.dpipwe.tas.gov.au/sif,International Regional,147.173477,-41.470343,AU,https://www.countryflags.io/AU/shiny/64.png
Merton Council,United Kingdom,http://www.merton.gov.uk/council/dp-foi/opendata.htm,International Regional,147.2639242,-42.8486868,GB,https://www.countryflags.io/GB/shiny/64.png
New South Wales,Australia,http://data.nsw.gov.au/,International Regional,147.2869493,-31.8759835,AU,https://www.countryflags.io/AU/shiny/64.png
Australian Capital Territory,Australia,https://www.data.act.gov.au/,International Regional,149.0026942,-35.4883502,AU,https://www.countryflags.io/AU/shiny/64.png
Australian National Data Service,Australia,http://researchdata.ands.org.au/,International Regional,149.11802,-35.284998,AU,https://www.countryflags.io/AU/shiny/64.png
Mosman Council,Australia,http://data.mosman.nsw.gov.au/,International Regional,151.2413547,-33.8252237,AU,https://www.countryflags.io/AU/shiny/64.png
CSIRO,Australia,https://data.csiro.au/dap/home?execution=e1s1,International Regional,151.727973,-32.8838341,AU,https://www.countryflags.io/AU/shiny/64.png
Brisbane,Australia,http://data.brisbane.qld.gov.au/index.php/datasets/,International Regional,153.0234991,-27.4689682,AU,https://www.countryflags.io/AU/shiny/64.png
Baden-W»rttemberg,Germany,http://opendata.service-bw.de/Seiten/default.aspx,International Regional,8.227455,48.75669,DE,https://www.countryflags.io/DE/shiny/64.png
Baha Blanca,Argentina,http://bahiablanca.opendata.junar.com/home/,International Regional,-62.264962,-38.712357,AR,https://www.countryflags.io/AR/shiny/64.png
Hawaii GIS,United States,http://gis.hicentral.com/,Other State Related,-155.4268897,19.58726775,US,https://www.countryflags.io/US/shiny/64.png
Denver Regional Council,United States,http://data.opencolorado.org/group/drcog,Other State Related,-104.918321,39.736254,US,https://www.countryflags.io/US/shiny/64.png
Texas Transparency,United States,http://www.texastransparency.org/opendata/index.php,Other State Related,-97.855035,30.304123,US,https://www.countryflags.io/US/shiny/64.png
Missouri Accountability Portal,United States,http://mapyourtaxes.mo.gov/MAP/Portal/Default.aspx,Other State Related,-92.175109,38.571403,US,https://www.countryflags.io/US/shiny/64.png
Illinois South Suburban Mayors and Managers,United States,https://data.illinois.gov/ssmma,Other State Related,-88.627404,37.965953,US,https://www.countryflags.io/US/shiny/64.png
NY State Senate,United States,http://www.nysenate.gov/opendata/,Other State Related,-74.0186479,41.9347685,US,https://www.countryflags.io/US/shiny/64.png
NY Department of Health,United States,https://health.data.ny.gov/,Other State Related,-73.836062,40.896323,US,https://www.countryflags.io/US/shiny/64.png
New York State Data Center,United States,http://esd.ny.gov/NYSDataCenter.html,Other State Related,-73.767091,42.655903,US,https://www.countryflags.io/US/shiny/64.png
Honolulu,United States,https://data.honolulu.gov/,US City or County,-157.8556764,21.304547,US,https://www.countryflags.io/US/shiny/64.png
Portland,United States,http://civicapps.org/datasets/,US City or County,-122.6741949,45.5202471,US,https://www.countryflags.io/US/shiny/64.png
San Francisco,United States,http://www.datasf.org/,US City or County,-122.4199061,37.7790262,US,https://www.countryflags.io/US/shiny/64.png
San Mateo County,United States,https://data.smcgov.org/,US City or County,-122.3330573,37.496904,US,https://www.countryflags.io/US/shiny/64.png
Seattle,United States,http://data.seattle.gov/,US City or County,-122.3300624,47.6038321,US,https://www.countryflags.io/US/shiny/64.png
Palo Alto,United States,http://data.cityofpaloalto.org/,US City or County,-122.1598465,37.4443293,US,https://www.countryflags.io/US/shiny/64.png
Los Angeles,United States,https://controllerdata.lacity.org/browse,US City or County,-118.2427666,34.0536909,US,https://www.countryflags.io/US/shiny/64.png
Las Vegas,United States,https://opendata.lasvegasnevada.gov/,US City or County,-115.1485163,36.1672559,US,https://www.countryflags.io/US/shiny/64.png
Scottsdale,United States,http://data.scottsdaleaz.gov/,US City or County,-111.9260184,33.4942189,US,https://www.countryflags.io/US/shiny/64.png
Albuquerque,United States,http://www.cabq.gov/abq-data/,US City or County,-106.6509851,35.0841034,US,https://www.countryflags.io/US/shiny/64.png
Gilpin County,United States,http://data.opencolorado.org/group/gilpin-county,US City or County,-105.5025219,39.8586654,US,https://www.countryflags.io/US/shiny/64.png
Arvada,United States,http://arvada.org/opendata/,US City or County,-105.220743,39.8211225,US,https://www.countryflags.io/US/shiny/64.png
Denver,United States,http://data.denvergov.org/,US City or County,-104.9848623,39.7392364,US,https://www.countryflags.io/US/shiny/64.png
King County,United States,http://www.datakc.org/,US City or County,-100.2178972,33.588178,US,https://www.countryflags.io/US/shiny/64.png
Weatherford,United States,http://tx-weatherford2.civicplus.com/index.aspx?NID=1448,US City or County,-97.7970748,32.7589648,US,https://www.countryflags.io/US/shiny/64.png
Austin,United States,http://data.austintexas.gov/,US City or County,-97.7436995,30.2711286,US,https://www.countryflags.io/US/shiny/64.png
Montgomery County,United States,https://data.montgomerycountymd.gov/,US City or County,-95.5065944,30.301949,US,https://www.countryflags.io/US/shiny/64.png
Houston,United States,http://data.codeforhouston.com/,US City or County,-95.3676974,29.7589382,US,https://www.countryflags.io/US/shiny/64.png
Kansas City,United States,https://data.kcmo.org/,US City or County,-94.5781416,39.100105,US,https://www.countryflags.io/US/shiny/64.png
New Orleans,United States,http://data.nola.gov/,US City or County,-90.0701156,29.9499323,US,https://www.countryflags.io/US/shiny/64.png
Madison,United States,https://data.cityofmadison.com/,US City or County,-89.3837613,43.074761,US,https://www.countryflags.io/US/shiny/64.png
Rockford,United States,https://data.illinois.gov/rockford,US City or County,-89.093966,42.2713945,US,https://www.countryflags.io/US/shiny/64.png
Champaign,United States,https://data.illinois.gov/champaign,US City or County,-88.2433829,40.1164205,US,https://www.countryflags.io/US/shiny/64.png
Cook County (IL),United States,http://data.cookcountyil.gov/,US City or County,-87.756525,41.8197385,US,https://www.countryflags.io/US/shiny/64.png
Chicago,United States,http://data.cityofchicago.org/,US City or County,-87.6244212,41.8755616,US,https://www.countryflags.io/US/shiny/64.png
"Bloomington, Indiana",United States,https://data.bloomington.in.gov/,US City or County,-86.5342881,39.1670396,US,https://www.countryflags.io/US/shiny/64.png
South Bend,United States,https://data.southbendin.gov/,US City or County,-86.2500066,41.6833813,US,https://www.countryflags.io/US/shiny/64.png
Indianapolis/Marion County,United States,http://data.indy.gov/,US City or County,-86.1583502,39.7683331,US,https://www.countryflags.io/US/shiny/64.png
Louisville,United States,http://portal.louisvilleky.gov/service/data,US City or County,-85.759407,38.2542376,US,https://www.countryflags.io/US/shiny/64.png
Lexington,United States,http://www.lexingtonky.gov/index.aspx?page=416,US City or County,-84.4970393,38.0464066,US,https://www.countryflags.io/US/shiny/64.png
Atlanta,United States,http://gis.atlantaga.gov/,US City or County,-84.3901849,33.7490987,US,https://www.countryflags.io/US/shiny/64.png
Ann Arbor,United States,http://www.a2gov.org/data/,US City or County,-83.7312291,42.2681569,US,https://www.countryflags.io/US/shiny/64.png
Open Door Kentucky,United States,http://opendoor.ky.gov/transparency/Pages/default.aspx,US City or County,-83.077221,37.134068,US,https://www.countryflags.io/US/shiny/64.png
Asheville,United States,http://data.ashevillenc.gov/,US City or County,-82.5540161,35.6009498,US,https://www.countryflags.io/US/shiny/64.png
Wellington (FL),United States,https://data.wellingtonfl.gov/,US City or County,-80.253611,26.63947,US,https://www.countryflags.io/US/shiny/64.png
Raleigh,United States,http://www.raleighnc.gov/open/,US City or County,-78.6390989,35.7803977,US,https://www.countryflags.io/US/shiny/64.png
Wake County,United States,http://www.wakegov.com/data/Pages/default.aspx,US City or County,-78.6118311,35.7979355,US,https://www.countryflags.io/US/shiny/64.png
Baltimore,United States,http://data.baltimorecity.gov/,US City or County,-76.610759,39.2908816,US,https://www.countryflags.io/US/shiny/64.png
Philadelphia,United States,http://www.opendataphilly.org/,US City or County,-75.1635262,39.9527237,US,https://www.countryflags.io/US/shiny/64.png
New York City,United States,http://www.nyc.gov/data/,US City or County,-74.0060152,40.7127281,US,https://www.countryflags.io/US/shiny/64.png
Burlington,United States,https://data.burlingtonvt.gov/,US City or County,-73.2135472,44.4762975,US,https://www.countryflags.io/US/shiny/64.png
Providence,United States,https://data.providenceri.gov/,US City or County,-71.4128343,41.8239891,US,https://www.countryflags.io/US/shiny/64.png
Somerville,United States,http://data.somervillema.gov/,US City or County,-71.0994968,42.3875968,US,https://www.countryflags.io/US/shiny/64.png
Boston,United States,https://data.cityofboston.gov/,US City or County,-71.0582912,42.3602534,US,https://www.countryflags.io/US/shiny/64.png
Boston Enterprise GIS,United States,http://www.cityofboston.gov/maps/,US City or County,-71.0582,42.36025,US,https://www.countryflags.io/US/shiny/64.png
Belleville,United States,https://data.illinois.gov/belleville,US City or County,-89.988139,38.512355,US,https://www.countryflags.io/US/shiny/64.png
Santa Cruz,United States,http://data.cityofsantacruz.com/,US City or County,-122.024994,36.972032,US,https://www.countryflags.io/US/shiny/64.png
NC OpenBook,United States,http://www.ncopenbook.gov/NCOpenBook/,US City or County,-78.551675,35.746483,US,https://www.countryflags.io/US/shiny/64.png
Hawaii,United States,http://data.hawaii.gov/,US State,-155.4268897,19.58726775,US,https://www.countryflags.io/US/shiny/64.png
Oregon,United States,http://data.oregon.gov/,US State,-120.737257,43.9792797,US,https://www.countryflags.io/US/shiny/64.png
California,United States,http://data.ca.gov/,US State,-118.7559974,36.7014631,US,https://www.countryflags.io/US/shiny/64.png
Arizona,United States,http://openbooks.az.gov/app/transparency/index.html,US State,-111.7632755,34.395342,US,https://www.countryflags.io/US/shiny/64.png
Utah,United States,http://www.utah.gov/data/,US State,-111.7143584,39.4225192,US,https://www.countryflags.io/US/shiny/64.png
Montana,United States,https://data.datamontana.us/browse,US State,-109.6387579,47.3752671,US,https://www.countryflags.io/US/shiny/64.png
New Mexico,United States,http://www.sunshineportalnm.com/,US State,-105.993007,34.5708167,US,https://www.countryflags.io/US/shiny/64.png
Colorado,United States,http://www.colorado.gov/data/,US State,-105.6077167,38.7251776,US,https://www.countryflags.io/US/shiny/64.png
South Dakota,United States,http://open.sd.gov/,US State,-100.348761,44.6471761,US,https://www.countryflags.io/US/shiny/64.png
Nebraska,United States,http://www.nebraska.gov/data/,US State,-99.5873816,41.7370229,US,https://www.countryflags.io/US/shiny/64.png
Texas,United States,http://www.texas.gov/en/Connect/Pages/open-data.aspx,US State,-99.5120986,31.8160381,US,https://www.countryflags.io/US/shiny/64.png
Kansas,United States,http://www.kansas.gov/KanView/,US State,-98.5821872,38.27312,US,https://www.countryflags.io/US/shiny/64.png
Oklahoma,United States,http://www.ok.gov/about/data.html,US State,-97.2684063,34.9550817,US,https://www.countryflags.io/US/shiny/64.png
Minnesota,United States,http://mn.gov/portal/,US State,-94.6113288,45.9896587,US,https://www.countryflags.io/US/shiny/64.png
Iowa,United States,http://data.iowa.gov/,US State,-93.3122705,41.9216734,US,https://www.countryflags.io/US/shiny/64.png
Missouri,United States,http://data.mo.gov/,US State,-92.5617875,38.7604815,US,https://www.countryflags.io/US/shiny/64.png
Louisiana,United States,http://wwwprd.doa.louisiana.gov/LaTrac/portal.cfm,US State,-92.007126,30.8703881,US,https://www.countryflags.io/US/shiny/64.png
Illinois,United States,http://data.illinois.gov/,US State,-89.4337288,40.0796606,US,https://www.countryflags.io/US/shiny/64.png
Alabama,United States,http://open.alabama.gov/,US State,-86.8295337,33.2588817,US,https://www.countryflags.io/US/shiny/64.png
Tennessee,United States,http://www.tn.gov/opengov/,US State,-86.2820081,35.7730076,US,https://www.countryflags.io/US/shiny/64.png
Indiana,United States,http://www.stats.indiana.edu/,US State,-86.1746933,40.3270127,US,https://www.countryflags.io/US/shiny/64.png
Kentucky,United States,http://opendoor.ky.gov/search/Pages/spendingsearch.aspx,US State,-85.1551411,37.5726028,US,https://www.countryflags.io/US/shiny/64.png
Michigan,United States,https://data.michigan.gov/,US State,-84.6824346,43.6211955,US,https://www.countryflags.io/US/shiny/64.png
Michigan,United States,https://gis-michigan.opendata.arcgis.com/,US State,-83.676955,42.436887,US,https://www.countryflags.io/US/shiny/64.png
Georgia,United States,http://www.open.georgia.gov/,US State,-83.1137366,32.3293809,US,https://www.countryflags.io/US/shiny/64.png
Ohio,United States,http://transparency.ohio.gov/,US State,-82.6881395,40.2253569,US,https://www.countryflags.io/US/shiny/64.png
Florida,United States,https://www.nconemap.gov/,US State,-81.4639835,27.7567667,US,https://www.countryflags.io/US/shiny/64.png
North Carolina,United States,https://www.nconemap.gov/,US State,-79.0392919,35.6729639,US,https://www.countryflags.io/US/shiny/64.png
Virginia,United States,http://data.virginia.gov,US State,-78.4927721,37.1232245,US,https://www.countryflags.io/US/shiny/64.png
Washington,United States,http://data.wa.gov/,US State,-77.0365708,38.8949855,US,https://www.countryflags.io/US/shiny/64.png
District of Columbia,United States,http://data.dc.gov/,US State,-76.98788325,38.89366125,US,https://www.countryflags.io/US/shiny/64.png
Maryland,United States,https://opendata.maryland.gov/,US State,-76.9382069,39.5162234,US,https://www.countryflags.io/US/shiny/64.png
Delaware,United States,https://data.delaware.gov/,US State,-75.4013315,38.6920451,US,https://www.countryflags.io/US/shiny/64.png
New York,United States,https://data.ny.gov/,US State,-74.0060152,40.7127281,US,https://www.countryflags.io/US/shiny/64.png
Connecticut,United States,https://data.ct.gov/,US State,-72.7342163,41.6500201,US,https://www.countryflags.io/US/shiny/64.png
Vermont,United States,http://www.data.gov/open-gov/,US State,-72.5002608,44.5990718,US,https://www.countryflags.io/US/shiny/64.png
Massachusetts,United States,https://wiki.state.ma.us/confluence/display/data/Open+Data+Initiative+Home,US State,-72.032366,42.3788774,US,https://www.countryflags.io/US/shiny/64.png
New Hampshire,United States,,US State,-71.6553992,43.4849133,US,https://www.countryflags.io/US/shiny/64.png
Rhode Island,United States,http://www.ri.gov/data/,US State,-71.5992372,41.7962409,US,https://www.countryflags.io/US/shiny/64.png
Maine,United States,https://www.maine.gov/cgi-bin/data/data_search.pl,US State,-68.8590201,45.709097,US,https://www.countryflags.io/US/shiny/64.png
Maine,United States,https://www.maine.gov/geolib/catalog.html#top,US State,-68.8590201,45.709097,US,https://www.countryflags.io/US/shiny/64.png
North Dakota GIS Hub,United States,http://www.nd.gov/gis/,US State,-100.688233,46.776271,US,https://www.countryflags.io/US/shiny/64.png
